id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem,utime
10637,157.891,h264,480,360,406908,News & Politics,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,539000,25,1920,1080,658944,52.987
10638,256.20834,mpeg4,176,144,57565,Gaming,12,56,3018,0,3074,302900,1540700,0,1843600,h264,539000,24,640,480,219480,12.273
10639,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,539000,29.97,176,144,215940,10.745
10640,216.55,h264,320,240,291150,Entertainment,29,112,6379,0,6491,1789334,6091735,0,7881069,mpeg4,820000,29.97,1920,1080,184804,16.209
10641,473,h264,320,240,164017,People & Blogs,25,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,820000,24,1920,1080,220808,12.293
10642,256.20834,mpeg4,176,144,57565,Music,12,56,3018,0,3074,302900,1540700,0,1843600,vp8,3000000,29.97,1920,1080,219480,16.777
10643,860.056,vp8,1280,720,2688309,Gaming,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,56000,24,480,360,261144,12.281
10644,131.76,vp8,640,480,104723,Music,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,3000000,29.97,1280,720,325688,33.062
10645,340.424,flv,320,240,244491,Autos & Vehicles,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,109000,29.97,1280,720,296924,19.633
10646,292.092,h264,480,360,480125,People & Blogs,29,156,8599,0,8755,2375028,15155062,0,17530090,vp8,3000000,12,1280,720,219480,19.029
10647,750.433,vp8,1280,720,794075,Sports,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,5000000,25,480,360,175640,11.153
10648,189.956,flv,320,240,231296,Travel & Events,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,539000,29.97,1280,720,218664,16.917
10649,448.575,vp8,1280,720,2052426,Entertainment,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,242000,25,1280,720,318904,31.954
10650,69.93833,mpeg4,176,144,56717,People & Blogs,12,14,825,0,839,47521,448322,0,495843,h264,56000,29.97,1280,720,310184,15.661
10651,163.897,flv,320,240,267032,News & Politics,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,539000,29.97,1280,720,219656,20.297
10652,1768.9417,mpeg4,176,144,56152,Pets & Animals,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,3000000,24,480,360,245176,14.869
10653,127.221664,h264,1920,1080,3080852,Comedy,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,5000000,24,176,144,217544,13.269
10654,69.933,flv,320,240,272898,Travel & Events,15,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,25,1280,720,298520,45.351
10655,476.957,vp8,1280,720,1387100,Comedy,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,29.97,640,480,165700,11.809
10656,860.056,vp8,1280,720,2688309,Gaming,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,109000,29.97,1920,1080,257964,19.649
10657,167.39166,h264,1280,720,2207484,Sports,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,15,320,240,219656,13.977
10658,163.897,flv,320,240,267032,Education,29,87,4826,0,4913,824159,4646573,0,5470732,vp8,3000000,29.97,1280,720,219656,23.817
10659,286.995,h264,480,360,508160,People & Blogs,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,3000000,15,640,480,216820,25.946
10660,311.1,mpeg4,176,144,56416,Education,12,113,3620,0,3733,127552,2066350,0,2193902,h264,539000,12,1280,720,311424,15.377
10661,226.164,vp8,1920,1080,2811914,Music,30.013275,46,6737,0,6783,6436175,73058043,0,79494218,vp8,242000,15,1920,1080,102936,36.27
10662,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,109000,12,1920,1080,219480,28.462
10663,163.897,flv,320,240,267032,Travel & Events,29,87,4826,0,4913,824159,4646573,0,5470732,h264,109000,12,1280,720,299300,11.589
10664,282.56,h264,640,480,559834,Comedy,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,242000,25,1280,720,332388,20.637
10665,452.689,vp8,320,240,66680,Sports,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,109000,24,1280,720,247908,11.697
10666,157.80167,h264,1280,720,2885589,Pets & Animals,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,820000,24,1280,720,216056,26.198
10667,250.017,h264,320,240,153059,People & Blogs,29,128,7366,0,7494,856855,3926589,0,4783444,h264,3000000,15,1280,720,317812,45.403
10668,490.6,h264,480,360,300437,Entertainment,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,109000,24,1920,1080,219480,30.494
10669,391.08,h264,640,480,230847,Music,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,3000000,12,1920,1080,219480,15.585
10670,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,24,1920,1080,215848,18.809
10671,476.957,vp8,1280,720,1387100,People & Blogs,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,h264,5000000,25,1280,720,323756,65.796
10672,645.84,vp8,320,240,95903,Gaming,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,vp8,242000,15,1280,720,218932,11.849
10673,98.683334,mpeg4,176,144,55552,People & Blogs,12,20,1164,0,1184,48267,636993,0,685260,h264,3000000,24,1920,1080,637348,48.091
10674,217.518,h264,480,360,83054,People & Blogs,29,112,6408,0,6520,406683,1851539,0,2258222,h264,820000,29.97,1280,720,321212,33.55
10675,250.017,h264,320,240,153059,Entertainment,29,128,7366,0,7494,856855,3926589,0,4783444,h264,539000,25,1920,1080,642044,54.051
10676,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,24,640,480,165700,11.921
10677,52.68,h264,480,360,372001,Education,25,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,29.97,1280,720,324024,84.793
10678,250.017,h264,320,240,153059,Gaming,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,56000,25,1920,1080,218664,25.63
10679,107.443,vp8,480,360,320011,Comedy,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,5000000,12,1920,1080,662168,86.261
10680,326.58832,h264,1920,1080,5999648,Education,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,3000000,15,1920,1080,218932,52.223
10681,34.168,vp8,480,360,186895,Film & Animation,30.029411,16,1005,0,1021,238485,559745,0,798230,h264,3000000,12,1920,1080,635812,50.987
10682,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,h264,820000,29.97,480,360,221160,15.705
10683,274.541,vp8,480,360,139791,People & Blogs,30.029198,58,8170,0,8228,802625,3994697,0,4797322,vp8,5000000,29.97,1280,720,216820,22.613
10684,86.486,h264,640,480,356037,People & Blogs,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,56000,24,1280,720,219656,13.933
10685,177.33333,mpeg4,176,144,53707,Film & Animation,12,37,2091,0,2128,100969,1089548,0,1190517,h264,539000,12,640,480,164168,10.629
10686,69.93833,mpeg4,176,144,56717,Entertainment,12,14,825,0,839,47521,448322,0,495843,vp8,109000,25,1920,1080,221152,16.205
10687,448.575,vp8,1280,720,2052426,Music,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,56000,15,1280,720,217080,19.369
10688,69.933,flv,320,240,272898,Sports,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,5000000,29.97,1280,720,219656,12.157
10689,95.462,h264,640,480,809256,Film & Animation,29,51,2811,0,2862,886496,8770159,0,9656655,vp8,56000,25,1920,1080,221160,35.198
10690,77.233,h264,480,360,382461,Nonprofits & Activis,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,242000,29.97,1920,1080,219480,36.49
10691,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,h264,820000,12,1920,1080,606688,62.684
10692,255.28,flv,320,240,250276,Gaming,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,5000000,29.97,1280,720,216820,31.102
10693,290.01666,mpeg4,176,144,52783,Comedy,12,61,3417,0,3478,119325,1794184,0,1913509,vp8,539000,25,1920,1080,132936,20.297
10694,107.443,vp8,480,360,320011,Music,30.093458,30,3190,0,3220,671936,3625932,0,4297868,vp8,820000,24,1920,1080,216820,39.802
10695,714.371,vp8,1280,720,652356,Gaming,29.981792,143,21264,0,21407,14532530,43720516,0,58253046,h264,3000000,29.97,480,360,165564,23.109
10696,167.39166,h264,1280,720,2207484,Music,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,25,1280,720,348964,72.237
10697,52.68,h264,480,360,372001,Entertainment,25,53,1265,0,1318,870136,1579497,0,2449633,h264,820000,12,1920,1080,645032,56.556
10698,379.32,h264,480,360,181960,Travel & Events,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,820000,25,1920,1080,219480,32.774
10699,391.08,h264,640,480,230847,Comedy,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,820000,24,1920,1080,219480,29.722
10700,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,vp8,539000,29.97,1280,720,101852,22.285
10701,290.01666,mpeg4,176,144,52783,People & Blogs,12,61,3417,0,3478,119325,1794184,0,1913509,h264,3000000,15,1920,1080,629860,87.269
10702,143.03334,mpeg4,176,144,51082,Travel & Events,12,31,1685,0,1716,56405,856907,0,913312,h264,5000000,29.97,640,480,219656,25.35
10703,37.011665,h264,1280,720,2759449,Shows,29,21,1088,0,1109,1899633,10866846,0,12766479,h264,820000,29.97,1280,720,333700,58.708
10704,37.011665,h264,1280,720,2759449,People & Blogs,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,56000,29.97,1920,1080,219480,54.707
10705,458.625,h264,640,480,517364,Comedy,29,245,13501,0,13746,5308581,24350943,0,29659524,mpeg4,539000,25,1920,1080,216820,12.349
10706,906.5983,mpeg4,176,144,56108,Autos & Vehicles,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,5000000,24,1280,720,165668,13.305
10707,395.44,vp8,1280,720,1611942,People & Blogs,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,56000,24,1280,720,314600,13.701
10708,581.233,h264,480,360,295979,Gaming,30,310,17128,0,17438,10151572,11352574,0,21504146,vp8,3000000,15,1280,720,218932,15.393
10709,385.052,vp8,1280,720,441862,Gaming,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,5000000,25,640,480,219480,10.833
10710,384.451,h264,640,480,646432,Gaming,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,820000,15,1280,720,217568,15.393
10711,645.84,vp8,320,240,95903,News & Politics,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,539000,25,480,360,219200,12.837
10712,95.462,h264,640,480,809256,Comedy,29,51,2811,0,2862,886496,8770159,0,9656655,vp8,5000000,29.97,640,480,221160,13.293
10713,157.891,h264,480,360,406908,People & Blogs,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,820000,24,640,480,219464,15.317
10714,98.683334,mpeg4,176,144,55552,Pets & Animals,12,20,1164,0,1184,48267,636993,0,685260,h264,56000,12,1920,1080,636284,16.617
10715,51.636665,h264,1280,720,2993212,People & Blogs,29,54,1495,0,1549,2668397,16651544,0,19319941,vp8,5000000,15,1280,720,69012,45.763
10716,473,h264,320,240,164017,Howto & Style,25,198,10924,704,11826,1419320,8047423,0,9697521,h264,5000000,24,1920,1080,646680,169.607
10717,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,vp8,109000,25,1920,1080,218932,53.643
10718,107.443,vp8,480,360,320011,People & Blogs,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,3000000,24,640,480,216820,24.65
10719,384.451,h264,640,480,646432,Film & Animation,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,242000,24,1920,1080,678764,53.727
10720,379.32,h264,480,360,181960,People & Blogs,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,5000000,12,1920,1080,219480,16.605
10721,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,820000,25,640,480,254308,21.045
10722,167.39166,h264,1280,720,2207484,Music,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,242000,29.97,1280,720,345200,30.762
10723,74.535,mpeg4,176,144,55305,Music,12,15,879,0,894,23996,491276,0,515272,h264,820000,15,1920,1080,631252,47.015
10724,157.80167,h264,1280,720,2885589,People & Blogs,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,242000,25,1920,1080,216056,47.751
10725,581.233,h264,480,360,295979,People & Blogs,30,310,17128,0,17438,10151572,11352574,0,21504146,vp8,56000,29.97,1920,1080,218932,31.678
10726,448.575,vp8,1280,720,2052426,Comedy,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,mpeg4,5000000,12,1920,1080,217080,11.533
10727,225.08,h264,480,360,538452,Gaming,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,109000,15,1920,1080,648668,22.945
10728,157.891,h264,480,360,406908,People & Blogs,29,87,4646,0,4733,1776729,6254165,0,8030894,h264,539000,29.97,1920,1080,658916,57.44
10729,167.39166,h264,1280,720,2207484,Comedy,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,539000,29.97,640,480,219656,13.137
10730,256.20834,mpeg4,176,144,57565,Gaming,12,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,5000000,25,1920,1080,219480,10.945
10731,59.883,vp8,1280,720,994960,Music,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,820000,24,1920,1080,155028,12.057
10732,217.518,h264,480,360,83054,Pets & Animals,29,112,6408,0,6520,406683,1851539,0,2258222,vp8,242000,24,1920,1080,217080,25.746
10733,339.667,h264,640,480,257699,Autos & Vehicles,30,181,10010,0,10191,10121223,820261,0,10941484,h264,3000000,25,1280,720,319680,24.234
10734,42.2,h264,480,360,288705,People & Blogs,25,23,1033,0,1056,216154,1306770,0,1522924,mpeg4,539000,29.97,1920,1080,216820,15.729
10735,581.233,h264,480,360,295979,Comedy,30,310,17128,0,17438,10151572,11352574,0,21504146,h264,56000,24,1280,720,322876,15.945
10736,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,3000000,25,640,480,218932,10.149
10737,490.6,h264,480,360,300437,Music,25,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,539000,29.97,1280,720,219480,10.709
10738,391.08,h264,640,480,230847,Entertainment,25,209,9569,0,9778,9023743,2261252,0,11284995,h264,242000,24,1920,1080,644424,32.382
10739,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,5000000,25,1920,1080,221160,14.621
10740,1140.349,vp8,1280,720,2394626,People & Blogs,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,3000000,25,1280,720,315976,72.313
10741,80.536,h264,480,360,690041,Pets & Animals,29,43,2374,0,2417,618732,6327913,0,6946645,vp8,242000,15,1920,1080,219480,31.518
10742,165.08,flv,320,240,275858,People & Blogs,25,88,4040,0,4128,912083,4780254,0,5692337,vp8,5000000,12,1920,1080,64512,50.271
10743,131.76,vp8,640,480,104723,Gaming,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,109000,15,1920,1080,221152,18.593
10744,110.966995,h264,480,360,397112,News & Politics,30,59,3271,0,3330,529627,4978664,0,5508291,vp8,539000,25,1920,1080,216820,34.766
10745,384.451,h264,640,480,646432,Entertainment,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,109000,12,1920,1080,672772,30.418
10746,286.995,h264,480,360,508160,People & Blogs,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,56000,25,1920,1080,216820,13.945
10747,490.6,h264,480,360,300437,Gaming,25,256,12010,0,12266,1448177,16976151,0,18424328,vp8,3000000,12,1280,720,219480,14.589
10748,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,5000000,12,480,360,162972,20.217
10749,33.09,h264,320,240,279173,Entertainment,13,22,434,0,456,101794,1052937,0,1154731,h264,820000,15,1920,1080,632992,60.268
10750,286.995,h264,480,360,508160,Film & Animation,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,539000,12,1920,1080,646040,41.263
10751,250.017,h264,320,240,153059,People & Blogs,29,128,7366,0,7494,856855,3926589,0,4783444,h264,820000,25,640,480,218932,16.817
10752,107.443,vp8,480,360,320011,Entertainment,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,242000,15,1280,720,321336,21.345
10753,34.168,vp8,480,360,186895,Music,30.029411,16,1005,0,1021,238485,559745,0,798230,mpeg4,820000,24,1920,1080,165700,12.117
10754,189.956,flv,320,240,231296,Gaming,29,97,5597,0,5694,580292,4911734,0,5492026,h264,109000,29.97,1280,720,311324,22.161
10755,311.1,mpeg4,176,144,56416,People & Blogs,12,113,3620,0,3733,127552,2066350,0,2193902,h264,56000,25,1280,720,309496,13.237
10756,95.462,h264,640,480,809256,Comedy,29,51,2811,0,2862,886496,8770159,0,9656655,h264,5000000,25,1280,720,339172,78.117
10757,163.897,flv,320,240,267032,Music,29,87,4826,0,4913,824159,4646573,0,5470732,h264,5000000,24,1920,1080,631384,120.288
10758,286.995,h264,480,360,508160,Gaming,23,156,6726,0,6882,2285153,15944803,0,18229956,vp8,3000000,24,1280,720,216820,28.254
10759,490.6,h264,480,360,300437,Comedy,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,539000,12,1280,720,323308,22.213
10760,290.01666,mpeg4,176,144,52783,Entertainment,12,61,3417,0,3478,119325,1794184,0,1913509,vp8,56000,29.97,1920,1080,130896,17.489
10761,286.995,h264,480,360,508160,Entertainment,23,156,6726,0,6882,2285153,15944803,0,18229956,mpeg4,56000,24,1920,1080,216820,13.437
10762,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,56000,29.97,1280,720,319008,25.726
10763,167.39166,h264,1280,720,2207484,Sports,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,3000000,24,1280,720,348724,71.156
10764,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,820000,24,640,480,215848,10.905
10765,189.956,flv,320,240,231296,Nonprofits & Activis,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,109000,24,1920,1080,218664,26.89
10766,458.625,h264,640,480,517364,Comedy,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,109000,15,1280,720,216820,11.841
10767,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,539000,24,1280,720,218932,20.489
10768,176.901,vp8,480,360,26968,Music,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,539000,24,1920,1080,218932,11.457
10769,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,539000,29.97,480,360,120472,14.257
10770,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,flv,109000,29.97,1920,1080,218932,10.453
10771,86.486,h264,640,480,356037,News & Politics,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,3000000,25,1280,720,219656,14.805
10772,292.092,h264,480,360,480125,People & Blogs,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,5000000,24,1920,1080,646996,172.291
10773,286.995,h264,480,360,508160,Entertainment,23,156,6726,0,6882,2285153,15944803,0,18229956,h264,539000,15,1280,720,322220,27.418
10774,39.055,h264,1920,1080,5992818,Sports,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,109000,12,320,240,215848,10.393
10775,130.35667,mpeg4,176,144,54590,Entertainment,12,27,1537,0,1564,64483,825054,0,889537,h264,5000000,12,1920,1080,633556,93.058
10776,255.28,flv,320,240,250276,People & Blogs,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,539000,25,1920,1080,216820,39.446
10777,476.957,vp8,1280,720,1387100,Music,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,mpeg4,539000,29.97,1920,1080,165696,14.569
10778,225.08,h264,480,360,538452,People & Blogs,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,3000000,25,640,480,216820,28.006
10779,750.433,vp8,1280,720,794075,Pets & Animals,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,mpeg4,820000,29.97,1920,1080,165700,14.525
10780,43.827,flv,320,240,272273,Music,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,539000,29.97,640,480,218932,11.113
10781,303.334,vp8,320,240,208994,Gaming,15.016501,62,4488,0,4550,516190,7408185,0,7924375,mpeg4,56000,29.97,1920,1080,100656,17.685
10782,270.655,vp8,640,480,652967,Music,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,mpeg4,56000,25,1920,1080,219480,13.769
10783,39.055,h264,1920,1080,5992818,News & Politics,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,12,176,144,215712,10.017
10784,189.956,flv,320,240,231296,Gaming,29,97,5597,0,5694,580292,4911734,0,5492026,mpeg4,3000000,29.97,1920,1080,218664,17.397
10785,239.14166,h264,480,360,500198,Film & Animation,25,110,5868,0,5978,1406751,13545526,0,14952277,vp8,3000000,29.97,1920,1080,105568,54.171
10786,476.957,vp8,1280,720,1387100,Entertainment,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,3000000,25,640,480,165700,10.981
10787,473,h264,320,240,164017,Howto & Style,25,198,10924,704,11826,1419320,8047423,0,9697521,mpeg4,539000,29.97,1280,720,220808,10.821
10788,326.583,vp8,640,480,1055982,Music,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,5000000,25,640,480,215712,32.002
10789,860.056,vp8,1280,720,2688309,Gaming,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,56000,25,640,480,261420,15.649
10790,452.689,vp8,320,240,66680,Autos & Vehicles,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,56000,24,1920,1080,247900,23.185
10791,98.683334,mpeg4,176,144,55552,People & Blogs,12,20,1164,0,1184,48267,636993,0,685260,vp8,242000,12,1920,1080,217880,17.333
10792,1140.349,vp8,1280,720,2394626,Entertainment,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,820000,29.97,320,240,219480,13.049
10793,326.583,vp8,640,480,1055982,Music,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,5000000,25,480,360,215712,23.749
10794,225.08,h264,480,360,538452,Music,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,109000,24,1920,1080,636484,29.618
10795,127.221664,h264,1920,1080,3080852,People & Blogs,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,5000000,25,1920,1080,710556,153.222
10796,157.80167,h264,1280,720,2885589,People & Blogs,25,72,3873,0,3945,5611970,51306874,0,56918844,vp8,3000000,12,1280,720,216056,18.221
10797,63.667,h264,640,480,972572,People & Blogs,15,33,923,0,956,1259657,6480438,0,7740095,h264,539000,25,640,480,219656,15.749
10798,107.443,vp8,480,360,320011,People & Blogs,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,3000000,24,1280,720,324320,59.684
10799,52.68,h264,480,360,372001,People & Blogs,25,53,1265,0,1318,870136,1579497,0,2449633,h264,242000,25,640,480,155028,16.369
10800,254.922,vp8,480,360,260667,News & Politics,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,5000000,29.97,1920,1080,221160,17.937
10801,250.017,h264,320,240,153059,Gaming,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,56000,29.97,1280,720,218664,15.813
10802,39.055,h264,1920,1080,5992818,Comedy,30,26,1144,0,1170,839251,28416939,0,29256190,flv,242000,15,1920,1080,216020,10.373
10803,440.967,h264,320,240,281642,News & Politics,30,236,12994,0,13230,2444863,13079542,0,15524405,mpeg4,820000,24,1920,1080,219656,11.341
10804,448.575,vp8,1280,720,2052426,Gaming,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,vp8,539000,29.97,480,360,217080,13.405
10805,43.827,flv,320,240,272273,People & Blogs,25,23,1081,0,1104,137210,1354404,0,1491614,h264,820000,25,640,480,218932,21.757
10806,339.667,h264,640,480,257699,Comedy,30,181,10010,0,10191,10121223,820261,0,10941484,mpeg4,5000000,25,1920,1080,219480,11.937
10807,127.221664,h264,1920,1080,3080852,Pets & Animals,23,70,2980,0,3050,3818903,45174992,0,48993895,h264,820000,29.97,640,480,217544,29.774
10808,63.667,h264,640,480,972572,Music,15,33,923,0,956,1259657,6480438,0,7740095,mpeg4,56000,29.97,1920,1080,219656,13.545
10809,98.683334,mpeg4,176,144,55552,Gaming,12,20,1164,0,1184,48267,636993,0,685260,h264,539000,24,1280,720,310832,18.601
10810,33.09,h264,320,240,279173,Music,13,22,434,0,456,101794,1052937,0,1154731,h264,820000,25,480,360,219480,11.805
10811,52.68,h264,480,360,372001,Music,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,242000,12,1280,720,140080,12.061
10812,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,820000,24,1920,1080,219480,44.975
10813,250.017,h264,320,240,153059,Autos & Vehicles,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,820000,12,1280,720,218664,10.933
10814,130.35667,mpeg4,176,144,54590,Autos & Vehicles,12,27,1537,0,1564,64483,825054,0,889537,h264,820000,24,1920,1080,618908,62.388
10815,67.583336,mpeg4,176,144,51225,People & Blogs,12,15,777,0,792,47585,385164,0,432749,h264,109000,15,1280,720,309040,12.653
10816,77.233,h264,480,360,382461,Music,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,820000,29.97,1280,720,219480,21.597
10817,581.233,h264,480,360,295979,People & Blogs,30,310,17128,0,17438,10151572,11352574,0,21504146,vp8,5000000,12,1920,1080,218932,26.566
10818,339.667,h264,640,480,257699,Travel & Events,30,181,10010,0,10191,10121223,820261,0,10941484,h264,539000,25,1280,720,318400,21.617
10819,80.536,h264,480,360,690041,Sports,29,43,2374,0,2417,618732,6327913,0,6946645,mpeg4,5000000,12,1920,1080,219480,10.649
10820,43.827,flv,320,240,272273,Howto & Style,25,23,1081,0,1104,137210,1354404,0,1491614,vp8,539000,15,1280,720,218932,15.705
10821,37.011665,h264,1280,720,2759449,Education,29,21,1088,0,1109,1899633,10866846,0,12766479,flv,539000,29.97,1920,1080,219480,10.725
10822,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,mpeg4,5000000,29.97,1920,1080,218664,18.729
10823,222.53334,h264,480,360,500449,People & Blogs,30,219,6457,0,6676,2821722,11099102,0,13920824,h264,5000000,24,480,360,217348,13.301
10824,64.933,flv,320,240,236793,Autos & Vehicles,15,39,936,0,975,318954,1603007,0,1921961,h264,3000000,25,480,360,217080,15.473
10825,326.58832,h264,1920,1080,5999648,Music,23,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,109000,29.97,1280,720,218932,12.901
10826,131.76,vp8,640,480,104723,People & Blogs,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,820000,24,1280,720,221152,13.429
10827,110.966995,h264,480,360,397112,People & Blogs,30,59,3271,0,3330,529627,4978664,0,5508291,h264,242000,24,480,360,216820,11.209
10828,143.03334,mpeg4,176,144,51082,Music,12,31,1685,0,1716,56405,856907,0,913312,h264,539000,15,640,480,219656,12.317
