id,duration,codec,width,height,bitrate,category,framerate,i,p,b,frames,i_size,p_size,b_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,umem
16235,326.583,vp8,640,480,1055982,Travel & Events,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,242000,12,1280,720,320892
16236,134.868,flv,320,240,246894,People & Blogs,29,73,3970,0,4043,715824,3446453,0,4162277,h264,242000,29.97,640,480,127440
16237,1768.9417,mpeg4,176,144,56152,Howto & Style,12,354,20873,0,21227,1382103,11034284,0,12416387,vp8,5000000,25,1280,720,226684
16238,581.233,h264,480,360,295979,Sports,30,310,17128,0,17438,10151572,11352574,0,21504146,vp8,242000,24,1920,1080,218932
16239,64.933,flv,320,240,236793,Music,15,39,936,0,975,318954,1603007,0,1921961,vp8,242000,24,1280,720,217080
16240,106.765,h264,1280,720,849586,Entertainment,25,66,2603,0,2669,4427240,6911026,0,11338266,h264,109000,15,1920,1080,686008
16241,203.198,flv,320,240,239336,Science & Technology,29,104,5974,0,6078,853613,5225468,0,6079081,h264,3000000,29.97,640,480,221160
16242,167.39166,h264,1280,720,2207484,Autos & Vehicles,24,86,3931,0,4017,4369420,41819887,0,46189307,h264,820000,25,320,240,219656
16243,98.683334,mpeg4,176,144,55552,Comedy,12,20,1164,0,1184,48267,636993,0,685260,mpeg4,820000,29.97,1920,1080,217864
16244,860.056,vp8,1280,720,2688309,Entertainment,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,mpeg4,109000,25,1920,1080,257916
16245,645.84,vp8,320,240,95903,News & Politics,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,3000000,29.97,1920,1080,660292
16246,59.883,vp8,1280,720,994960,Comedy,30.38983,13,1780,0,1793,481774,6965881,0,7447655,vp8,3000000,25,1280,720,155928
16247,217.518,h264,480,360,83054,People & Blogs,29,112,6408,0,6520,406683,1851539,0,2258222,vp8,109000,12,1920,1080,217080
16248,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,242000,24,1280,720,248092
16249,906.5983,mpeg4,176,144,56108,Entertainment,12,187,10692,0,10879,597549,5760936,0,6358485,mpeg4,56000,25,1920,1080,165668
16250,326.583,vp8,640,480,1055982,Gaming,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,242000,29.97,1280,720,322540
16251,39.055,h264,1920,1080,5992818,Sports,30,26,1144,0,1170,839251,28416939,0,29256190,flv,5000000,24,1920,1080,216020
16252,110.966995,h264,480,360,397112,Music,30,59,3271,0,3330,529627,4978664,0,5508291,h264,242000,25,480,360,216820
16253,440.967,h264,320,240,281642,Entertainment,30,236,12994,0,13230,2444863,13079542,0,15524405,vp8,5000000,29.97,1280,720,219656
16254,490.6,h264,480,360,300437,Comedy,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,3000000,25,480,360,219480
16255,326.583,vp8,640,480,1055982,Music,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,5000000,29.97,640,480,215712
16256,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,25,1280,720,376560
16257,86.486,h264,640,480,356037,Entertainment,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,820000,24,1920,1080,219656
16258,292.092,h264,480,360,480125,Shows,29,156,8599,0,8755,2375028,15155062,0,17530090,h264,5000000,15,320,240,219480
16259,326.583,vp8,640,480,1055982,Gaming,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,242000,29.97,480,360,215712
16260,395.44,vp8,1280,720,1611942,Pets & Animals,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,5000000,24,1280,720,316716
16261,63.667,h264,640,480,972572,People & Blogs,15,33,923,0,956,1259657,6480438,0,7740095,h264,3000000,25,1280,720,326492
16262,52.68,h264,480,360,372001,Education,25,53,1265,0,1318,870136,1579497,0,2449633,mpeg4,820000,29.97,1280,720,140080
16263,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,h264,109000,24,320,240,216020
16264,304.927,vp8,320,240,134334,Entertainment,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,5000000,25,1280,720,216820
16265,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,3000000,25,320,240,215848
16266,326.583,vp8,640,480,1055982,Education,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,5000000,12,1920,1080,213080
16267,304.927,vp8,320,240,134334,Pets & Animals,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,109000,15,1920,1080,216820
16268,59.883,vp8,1280,720,994960,People & Blogs,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,820000,24,1280,720,321216
16269,106.765,h264,1280,720,849586,Film & Animation,25,66,2603,0,2669,4427240,6911026,0,11338266,vp8,539000,15,1920,1080,219480
16270,59.883,vp8,1280,720,994960,Sports,30.38983,13,1780,0,1793,481774,6965881,0,7447655,h264,5000000,29.97,1280,720,321028
16271,69.933,flv,320,240,272898,Travel & Events,15,37,1013,0,1050,349781,2035796,0,2385577,h264,820000,25,640,480,219656
16272,1768.9417,mpeg4,176,144,56152,Travel & Events,12,354,20873,0,21227,1382103,11034284,0,12416387,h264,539000,12,640,480,242708
16273,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,3000000,25,176,144,215940
16274,64.933,flv,320,240,236793,Autos & Vehicles,15,39,936,0,975,318954,1603007,0,1921961,mpeg4,56000,25,1920,1080,217080
16275,448.575,vp8,1280,720,2052426,People & Blogs,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,820000,29.97,1280,720,319220
16276,452.689,vp8,320,240,66680,People & Blogs,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,820000,29.97,1920,1080,248092
16277,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,820000,25,480,360,218932
16278,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,3000000,24,1280,720,336468
16279,326.583,vp8,640,480,1055982,Entertainment,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,539000,24,480,360,215712
16280,254.922,vp8,480,360,260667,People & Blogs,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,5000000,25,1920,1080,221160
16281,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,109000,25,640,480,219480
16282,239.14166,h264,480,360,500198,Howto & Style,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,56000,25,1280,720,335408
16283,270.655,vp8,640,480,652967,Science & Technology,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,h264,3000000,25,1280,720,319144
16284,250.017,h264,320,240,153059,Music,29,128,7366,0,7494,856855,3926589,0,4783444,vp8,109000,29.97,1920,1080,218664
16285,326.583,vp8,640,480,1055982,Music,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,vp8,56000,25,1280,720,212772
16286,581.233,h264,480,360,295979,Film & Animation,30,310,17128,0,17438,10151572,11352574,0,21504146,h264,109000,15,1280,720,321516
16287,274.541,vp8,480,360,139791,Comedy,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,820000,29.97,640,480,216820
16288,77.233,h264,480,360,382461,Gaming,30,53,2265,0,2318,182297,3510033,0,3692330,vp8,242000,25,1280,720,219480
16289,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,h264,3000000,15,320,240,219480
16290,86.486,h264,640,480,356037,People & Blogs,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,5000000,25,1280,720,219656
16291,204.938,h264,480,360,297373,Education,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,3000000,15,640,480,144892
16292,130.35667,mpeg4,176,144,54590,People & Blogs,12,27,1537,0,1564,64483,825054,0,889537,mpeg4,109000,29.97,1920,1080,102092
16293,250.017,h264,320,240,153059,Entertainment,29,128,7366,0,7494,856855,3926589,0,4783444,h264,539000,12,640,480,218900
16294,395.44,vp8,1280,720,1611942,Film & Animation,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,mpeg4,5000000,29.97,1920,1080,221160
16295,143.03334,mpeg4,176,144,51082,Sports,12,31,1685,0,1716,56405,856907,0,913312,h264,820000,24,640,480,219656
16296,239.14166,h264,480,360,500198,News & Politics,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,539000,15,1280,720,334984
16297,130.35667,mpeg4,176,144,54590,Gaming,12,27,1537,0,1564,64483,825054,0,889537,vp8,109000,24,1920,1080,87052
16298,282.56,h264,640,480,559834,Education,25,145,6920,0,7065,4966509,14806840,0,19773349,h264,3000000,25,640,480,221152
16299,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,109000,25,1920,1080,219656
16300,395.44,vp8,1280,720,1611942,Entertainment,25.027847,80,9806,0,9886,5073258,74605061,0,79678319,h264,109000,25,1920,1080,655664
16301,391.08,h264,640,480,230847,Comedy,25,209,9569,0,9778,9023743,2261252,0,11284995,vp8,820000,24,1280,720,219480
16302,860.056,vp8,1280,720,2688309,Howto & Style,29.968605,277,25496,0,25773,12989828,276022270,0,289012098,vp8,109000,25,1280,720,261812
16303,274.541,vp8,480,360,139791,Sports,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,539000,29.97,640,480,216820
16304,448.575,vp8,1280,720,2052426,Gaming,30.002232,92,13349,0,13441,9132637,105950761,0,115083398,h264,109000,25,480,360,217080
16305,146.241,h264,480,360,783771,Music,29,80,4162,0,4242,741427,13586007,0,14327434,h264,820000,25,480,360,101712
16306,254.922,vp8,480,360,260667,People & Blogs,30.062992,51,7585,0,7636,918325,7387906,0,8306231,vp8,5000000,15,1280,720,221160
16307,131.76,vp8,640,480,104723,People & Blogs,25.145039,37,3257,0,3294,945865,778937,0,1724802,vp8,56000,29.97,1280,720,221152
16308,127.221664,h264,1920,1080,3080852,Gaming,23,70,2980,0,3050,3818903,45174992,0,48993895,vp8,539000,15,480,360,217348
16309,286.995,h264,480,360,508160,Film & Animation,23,156,6726,0,6882,2285153,15944803,0,18229956,vp8,56000,24,1280,720,216820
16310,452.689,vp8,320,240,66680,Travel & Events,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,h264,3000000,29.97,480,360,255816
16311,98.683334,mpeg4,176,144,55552,Music,12,20,1164,0,1184,48267,636993,0,685260,h264,242000,25,1280,720,310792
16312,645.84,vp8,320,240,95903,Music,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,56000,24,1280,720,318152
16313,143.03334,mpeg4,176,144,51082,Entertainment,12,31,1685,0,1716,56405,856907,0,913312,vp8,820000,25,1280,720,219480
16314,750.433,vp8,1280,720,794075,News & Politics,13.482667,81,10031,0,10112,3852576,70635013,0,74487589,h264,109000,29.97,640,480,168320
16315,127.221664,h264,1920,1080,3080852,Entertainment,23,70,2980,0,3050,3818903,45174992,0,48993895,mpeg4,56000,15,1920,1080,217348
16316,189.956,flv,320,240,231296,Gaming,29,97,5597,0,5694,580292,4911734,0,5492026,h264,242000,25,1920,1080,640320
16317,273.816,vp8,1920,1080,1571003,People & Blogs,25.065933,77,6766,0,6843,6190779,47579961,0,53770740,vp8,109000,29.97,1280,720,219656
16318,74.535,mpeg4,176,144,55305,Comedy,12,15,879,0,894,23996,491276,0,515272,vp8,3000000,25,1920,1080,219464
16319,282.56,h264,640,480,559834,People & Blogs,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,3000000,25,1920,1080,221152
16320,52.68,h264,480,360,372001,Education,25,53,1265,0,1318,870136,1579497,0,2449633,h264,3000000,25,640,480,155028
16321,458.625,h264,640,480,517364,Entertainment,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,56000,24,1280,720,216820
16322,255.28,flv,320,240,250276,Travel & Events,25,110,6272,0,6382,611474,7374864,0,7986338,mpeg4,5000000,15,1920,1080,216820
16323,311.1,mpeg4,176,144,56416,News & Politics,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,109000,25,1920,1080,221160
16324,63.667,h264,640,480,972572,Education,15,33,923,0,956,1259657,6480438,0,7740095,vp8,820000,29.97,1920,1080,219656
16325,86.486,h264,640,480,356037,Music,29,46,2547,0,2593,819680,3029350,0,3849030,h264,242000,12,1920,1080,667676
16326,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,h264,3000000,24,1280,720,317368
16327,270.655,vp8,640,480,652967,Music,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,56000,25,1920,1080,219480
16328,130.35667,mpeg4,176,144,54590,People & Blogs,12,27,1537,0,1564,64483,825054,0,889537,h264,539000,25,640,480,134476
16329,216.55,h264,320,240,291150,Music,29,112,6379,0,6491,1789334,6091735,0,7881069,h264,109000,29.97,1920,1080,642712
16330,311.1,mpeg4,176,144,56416,News & Politics,12,113,3620,0,3733,127552,2066350,0,2193902,mpeg4,242000,24,1920,1080,221160
16331,274.541,vp8,480,360,139791,People & Blogs,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,3000000,15,1920,1080,653440
16332,39.055,h264,1920,1080,5992818,Gaming,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,56000,12,1280,720,215712
16333,326.58832,h264,1920,1080,5999648,Pets & Animals,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,56000,15,640,480,218932
16334,59.883,vp8,1280,720,994960,Gaming,30.38983,13,1780,0,1793,481774,6965881,0,7447655,mpeg4,5000000,15,1920,1080,155028
16335,52.68,h264,480,360,372001,Gaming,25,53,1265,0,1318,870136,1579497,0,2449633,vp8,3000000,12,1280,720,140080
16336,290.01666,mpeg4,176,144,52783,Education,12,61,3417,0,3478,119325,1794184,0,1913509,mpeg4,3000000,24,1920,1080,129236
16337,426.945,h264,1280,720,1064703,Music,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,3000000,24,1920,1080,219480
16338,95.462,h264,640,480,809256,Sports,29,51,2811,0,2862,886496,8770159,0,9656655,mpeg4,242000,29.97,1920,1080,221160
16339,270.655,vp8,640,480,652967,People & Blogs,30.062963,89,8028,0,8117,1912240,20178890,0,22091130,vp8,3000000,24,1920,1080,219480
16340,131.76,vp8,640,480,104723,Music,25.145039,37,3257,0,3294,945865,778937,0,1724802,h264,539000,15,1280,720,321832
16341,326.58832,h264,1920,1080,5999648,Gaming,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,56000,25,1280,720,390772
16342,458.625,h264,640,480,517364,Autos & Vehicles,29,245,13501,0,13746,5308581,24350943,0,29659524,mpeg4,242000,29.97,1920,1080,216820
16343,256.20834,mpeg4,176,144,57565,People & Blogs,12,56,3018,0,3074,302900,1540700,0,1843600,vp8,242000,15,1920,1080,219480
16344,384.451,h264,640,480,646432,Shows,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,5000000,24,1280,720,217828
16345,34.168,vp8,480,360,186895,Education,30.029411,16,1005,0,1021,238485,559745,0,798230,vp8,5000000,24,1920,1080,165700
16346,204.938,h264,480,360,297373,Music,16,111,3169,0,3280,1451634,6166260,0,7617894,vp8,539000,29.97,1920,1080,98724
16347,110.966995,h264,480,360,397112,Gaming,30,59,3271,0,3330,529627,4978664,0,5508291,h264,56000,15,1280,720,318624
16348,189.956,flv,320,240,231296,People & Blogs,29,97,5597,0,5694,580292,4911734,0,5492026,h264,820000,25,640,480,218664
16349,69.93833,mpeg4,176,144,56717,Gaming,12,14,825,0,839,47521,448322,0,495843,h264,242000,29.97,1280,720,310232
16350,176.901,vp8,480,360,26968,Howto & Style,25.113636,38,4382,0,4420,393395,202954,0,596349,mpeg4,109000,29.97,1920,1080,218932
16351,290.01666,mpeg4,176,144,52783,Entertainment,12,61,3417,0,3478,119325,1794184,0,1913509,h264,109000,25,1920,1080,630020
16352,239.14166,h264,480,360,500198,People & Blogs,25,110,5868,0,5978,1406751,13545526,0,14952277,h264,242000,24,1280,720,335508
16353,250.017,h264,320,240,153059,People & Blogs,29,128,7366,0,7494,856855,3926589,0,4783444,h264,820000,29.97,640,480,218932
16354,304.927,vp8,320,240,134334,Sports,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,3000000,15,1920,1080,216820
16355,69.93833,mpeg4,176,144,56717,Comedy,12,14,825,0,839,47521,448322,0,495843,vp8,539000,15,1920,1080,221152
16356,39.055,h264,1920,1080,5992818,People & Blogs,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,242000,24,640,480,215848
16357,255.28,flv,320,240,250276,Travel & Events,25,110,6272,0,6382,611474,7374864,0,7986338,vp8,539000,24,1280,720,216820
16358,107.443,vp8,480,360,320011,Howto & Style,30.093458,30,3190,0,3220,671936,3625932,0,4297868,h264,3000000,29.97,640,480,216820
16359,906.5983,mpeg4,176,144,56108,Entertainment,12,187,10692,0,10879,597549,5760936,0,6358485,vp8,242000,12,1920,1080,165668
16360,95.462,h264,640,480,809256,People & Blogs,29,51,2811,0,2862,886496,8770159,0,9656655,h264,242000,24,640,480,221160
16361,33.09,h264,320,240,279173,People & Blogs,13,22,434,0,456,101794,1052937,0,1154731,vp8,56000,24,1920,1080,219480
16362,157.80167,h264,1280,720,2885589,People & Blogs,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,5000000,25,1920,1080,695392
16363,391.08,h264,640,480,230847,Comedy,25,209,9569,0,9778,9023743,2261252,0,11284995,h264,539000,25,1280,720,321568
16364,176.901,vp8,480,360,26968,Sports,25.113636,38,4382,0,4420,393395,202954,0,596349,h264,539000,15,1920,1080,593900
16365,326.58832,h264,1920,1080,5999648,Sports,23,174,7656,0,7830,16603953,228322925,0,244926878,mpeg4,5000000,25,1280,720,218932
16366,384.451,h264,640,480,646432,Music,29,205,11318,0,11523,2839955,28225248,0,31065203,mpeg4,820000,24,1920,1080,217568
16367,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,mpeg4,5000000,15,1920,1080,219656
16368,177.33333,mpeg4,176,144,53707,People & Blogs,12,37,2091,0,2128,100969,1089548,0,1190517,h264,3000000,24,640,480,164736
16369,37.011665,h264,1280,720,2759449,Entertainment,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,56000,12,640,480,219480
16370,225.08,h264,480,360,538452,News & Politics,25,113,5515,0,5628,1873408,13275961,0,15149369,h264,539000,24,480,360,216820
16371,204.938,h264,480,360,297373,Entertainment,16,111,3169,0,3280,1451634,6166260,0,7617894,h264,5000000,25,640,480,144764
16372,490.6,h264,480,360,300437,Travel & Events,25,256,12010,0,12266,1448177,16976151,0,18424328,mpeg4,109000,29.97,1920,1080,219480
16373,86.486,h264,640,480,356037,Travel & Events,29,46,2547,0,2593,819680,3029350,0,3849030,vp8,539000,24,1280,720,219656
16374,69.933,flv,320,240,272898,Gaming,15,37,1013,0,1050,349781,2035796,0,2385577,h264,3000000,24,1920,1080,610568
16375,163.897,flv,320,240,267032,People & Blogs,29,87,4826,0,4913,824159,4646573,0,5470732,h264,820000,24,480,360,219656
16376,256.20834,mpeg4,176,144,57565,People & Blogs,12,56,3018,0,3074,302900,1540700,0,1843600,mpeg4,56000,29.97,1920,1080,219480
16377,645.84,vp8,320,240,95903,Gaming,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,820000,15,1920,1080,656272
16378,274.541,vp8,480,360,139791,Entertainment,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,242000,24,1280,720,316836
16379,326.58832,h264,1920,1080,5999648,People & Blogs,23,174,7656,0,7830,16603953,228322925,0,244926878,h264,242000,15,1920,1080,697680
16380,384.451,h264,640,480,646432,People & Blogs,29,205,11318,0,11523,2839955,28225248,0,31065203,vp8,5000000,12,1280,720,217828
16381,316.95166,mpeg4,176,144,55396,Music,12,64,3739,0,3803,111850,2082902,0,2194752,mpeg4,3000000,29.97,1920,1080,165700
16382,458.625,h264,640,480,517364,Sports,29,245,13501,0,13746,5308581,24350943,0,29659524,vp8,56000,25,1280,720,216820
16383,645.84,vp8,320,240,95903,People & Blogs,25.032558,138,16008,0,16146,1081321,6660941,0,7742262,h264,5000000,12,1920,1080,659704
16384,39.055,h264,1920,1080,5992818,Entertainment,30,26,1144,0,1170,839251,28416939,0,29256190,mpeg4,242000,25,320,240,215848
16385,250.017,h264,320,240,153059,Entertainment,29,128,7366,0,7494,856855,3926589,0,4783444,h264,820000,25,1280,720,316968
16386,385.052,vp8,1280,720,441862,Film & Animation,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,mpeg4,109000,25,1920,1080,219480
16387,340.424,flv,320,240,244491,People & Blogs,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,3000000,15,1280,720,297764
16388,74.535,mpeg4,176,144,55305,Gaming,12,15,879,0,894,23996,491276,0,515272,vp8,539000,25,1920,1080,219200
16389,157.80167,h264,1280,720,2885589,Science & Technology,25,72,3873,0,3945,5611970,51306874,0,56918844,h264,3000000,24,1280,720,349844
16390,37.011665,h264,1280,720,2759449,Pets & Animals,29,21,1088,0,1109,1899633,10866846,0,12766479,vp8,539000,25,480,360,219480
16391,63.667,h264,640,480,972572,Travel & Events,15,33,923,0,956,1259657,6480438,0,7740095,vp8,820000,12,640,480,219656
16392,256.20834,mpeg4,176,144,57565,Music,12,56,3018,0,3074,302900,1540700,0,1843600,vp8,5000000,29.97,1920,1080,219480
16393,39.055,h264,1920,1080,5992818,Gaming,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,5000000,15,1920,1080,216020
16394,143.03334,mpeg4,176,144,51082,Music,12,31,1685,0,1716,56405,856907,0,913312,mpeg4,820000,25,1920,1080,219480
16395,426.945,h264,1280,720,1064703,People & Blogs,29,228,12567,0,12795,11297544,45523691,0,56821235,vp8,109000,15,1920,1080,219480
16396,326.583,vp8,640,480,1055982,Sports,25.039877,102,8061,0,8163,1868804,41239444,0,43108248,h264,820000,15,1920,1080,652556
16397,64.933,flv,320,240,236793,People & Blogs,15,39,936,0,975,318954,1603007,0,1921961,h264,539000,24,480,360,217080
16398,368.32,vp8,640,480,29096,Music,25.02174,74,9134,0,9208,869558,470067,0,1339625,mpeg4,56000,24,1920,1080,221152
16399,1140.349,vp8,1280,720,2394626,Sports,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,h264,820000,12,1280,720,314652
16400,452.689,vp8,320,240,66680,Sports,5.7057524,42,2537,0,2579,207037,3566163,0,3773200,vp8,109000,25,1280,720,248092
16401,340.424,flv,320,240,244491,Music,11,69,4012,0,4081,1168939,9234909,0,10403848,vp8,820000,12,1920,1080,221152
16402,39.055,h264,1920,1080,5992818,Music,30,26,1144,0,1170,839251,28416939,0,29256190,vp8,5000000,25,640,480,216020
16403,906.5983,mpeg4,176,144,56108,Travel & Events,12,187,10692,0,10879,597549,5760936,0,6358485,h264,242000,24,1280,720,315152
16404,77.233,h264,480,360,382461,People & Blogs,30,53,2265,0,2318,182297,3510033,0,3692330,mpeg4,5000000,25,1280,720,219480
16405,340.424,flv,320,240,244491,News & Politics,11,69,4012,0,4081,1168939,9234909,0,10403848,h264,539000,25,1920,1080,607276
16406,167.39166,h264,1280,720,2207484,People & Blogs,24,86,3931,0,4017,4369420,41819887,0,46189307,vp8,109000,29.97,640,480,219656
16407,473,h264,320,240,164017,Music,25,198,10924,704,11826,1419320,8047423,0,9697521,vp8,3000000,25,1280,720,220900
16408,384.451,h264,640,480,646432,Gaming,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,109000,25,640,480,217828
16409,490.6,h264,480,360,300437,Music,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,242000,25,1280,720,327192
16410,222.53334,h264,480,360,500449,Education,30,219,6457,0,6676,2821722,11099102,0,13920824,vp8,820000,25,1920,1080,217336
16411,490.6,h264,480,360,300437,Autos & Vehicles,25,256,12010,0,12266,1448177,16976151,0,18424328,h264,820000,24,640,480,219480
16412,42.2,h264,480,360,288705,People & Blogs,25,23,1033,0,1056,216154,1306770,0,1522924,h264,5000000,15,1280,720,331432
16413,316.95166,mpeg4,176,144,55396,People & Blogs,12,64,3739,0,3803,111850,2082902,0,2194752,h264,539000,12,1280,720,316784
16414,331.467,h264,320,240,348655,Howto & Style,15,181,4792,0,4973,1276164,13169818,0,14445982,vp8,3000000,29.97,1280,720,52652
16415,63.667,h264,640,480,972572,Education,15,33,923,0,956,1259657,6480438,0,7740095,vp8,3000000,12,640,480,219656
16416,95.462,h264,640,480,809256,Music,29,51,2811,0,2862,886496,8770159,0,9656655,vp8,539000,12,1920,1080,221160
16417,384.451,h264,640,480,646432,People & Blogs,29,205,11318,0,11523,2839955,28225248,0,31065203,h264,3000000,25,320,240,217852
16418,282.56,h264,640,480,559834,News & Politics,25,145,6920,0,7065,4966509,14806840,0,19773349,vp8,820000,29.97,1920,1080,221152
16419,426.945,h264,1280,720,1064703,Sports,29,228,12567,0,12795,11297544,45523691,0,56821235,mpeg4,5000000,24,1920,1080,219480
16420,385.052,vp8,1280,720,441862,Travel & Events,23.979221,77,9155,0,9232,16244376,5023129,0,21267505,h264,109000,15,1280,720,306764
16421,292.092,h264,480,360,480125,Entertainment,29,156,8599,0,8755,2375028,15155062,0,17530090,mpeg4,820000,29.97,1280,720,219480
16422,163.897,flv,320,240,267032,Music,29,87,4826,0,4913,824159,4646573,0,5470732,mpeg4,539000,29.97,1920,1080,219656
16423,274.541,vp8,480,360,139791,People & Blogs,30.029198,58,8170,0,8228,802625,3994697,0,4797322,h264,3000000,15,1280,720,317820
16424,379.32,h264,480,360,181960,Music,25,195,9289,0,9484,3392479,5235193,0,8627672,vp8,3000000,24,1920,1080,219480
16425,110.966995,h264,480,360,397112,Music,30,59,3271,0,3330,529627,4978664,0,5508291,h264,242000,25,1920,1080,643620
16426,311.1,mpeg4,176,144,56416,Sports,12,113,3620,0,3733,127552,2066350,0,2193902,vp8,539000,12,1920,1080,221160
16427,189.956,flv,320,240,231296,Music,29,97,5597,0,5694,580292,4911734,0,5492026,vp8,56000,25,1280,720,218664
16428,304.927,vp8,320,240,134334,People & Blogs,25.075659,82,7541,0,7623,833754,4286526,0,5120280,vp8,539000,29.97,1280,720,216820
16429,476.957,vp8,1280,720,1387100,Music,30.05252,105,14200,0,14305,3487520,79210885,0,82698405,vp8,56000,12,1920,1080,165696
16430,254.922,vp8,480,360,260667,Entertainment,30.062992,51,7585,0,7636,918325,7387906,0,8306231,mpeg4,3000000,24,1280,720,221160
16431,39.055,h264,1920,1080,5992818,Film & Animation,30,26,1144,0,1170,839251,28416939,0,29256190,h264,242000,29.97,1280,720,378064
16432,340.424,flv,320,240,244491,People & Blogs,11,69,4012,0,4081,1168939,9234909,0,10403848,vp8,539000,15,1920,1080,221152
16433,1140.349,vp8,1280,720,2394626,News & Politics,30.007017,328,33880,0,34208,20478926,320859863,0,341338789,vp8,5000000,29.97,640,480,219480
16434,458.625,h264,640,480,517364,Sports,29,245,13501,0,13746,5308581,24350943,0,29659524,h264,539000,29.97,1280,720,339192
16435,216.55,h264,320,240,291150,People & Blogs,29,112,6379,0,6491,1789334,6091735,0,7881069,vp8,3000000,12,1920,1080,198384
16436,107.443,vp8,480,360,320011,Comedy,30.093458,30,3190,0,3220,671936,3625932,0,4297868,mpeg4,3000000,25,1920,1080,216820
16437,225.08,h264,480,360,538452,Travel & Events,25,113,5515,0,5628,1873408,13275961,0,15149369,vp8,56000,24,1920,1080,216820
16438,204.938,h264,480,360,297373,Sports,16,111,3169,0,3280,1451634,6166260,0,7617894,mpeg4,56000,25,1920,1080,114048
